Date,Up 4-5%+ today,Down 4-5%+ today,Up 20%+ in 5d,Down 20%+ in 5d,Above 20dma,Below 20dma,Above 50dma,Below 50dma,Above 200dma,Below 200dma
15th May 25 2025,150,26,87,0,1706,262,1547,422,928,1041
14th May 25 2025,205,10,43,1,1693,274,1479,489,859,1109
13th May 25 2025,163,17,33,1,1588,379,1295,673,773,1195
12th May 25 2025,966,8,14,1,1449,520,1163,807,728,1242
9th May 25 2025,42,43,8,3,537,1430,643,1325,517,1451
8th May 25 2025,47,37,5,2,635,1334,678,1291,532,1436
7th May 25 2025,86,20,4,3,786,1182,800,1168,579,1389
6th May 25 2025,14,314,5,1,673,1294,703,1264,529,1438
5th May 25 2025,132,20,11,1,1065,903,934,1034,644,1324
2nd May 25 2025,39,31,6,3,814,1154,819,1149,598,1370
30th Apr 25 2025,16,103,7,4,874,1092,826,1140,601,1365
29th Apr 25 2025,54,25,10,1,1228,738,1042,924,661,1305
28th Apr 25 2025,62,36,17,1,1279,689,1071,897,674,1294
25th Apr 25 2025,19,353,17,0,1291,674,1039,926,653,1312
24th Apr 25 2025,85,27,28,1,1746,221,1410,557,774,1193
23rd Apr 25 2025,95,13,41,1,1769,198,1387,580,781,1186
22nd Apr 25 2025,131,13,71,1,1763,204,1379,588,764,1203
21st Apr 25 2025,182,9,102,1,1750,218,1296,672,738,1230
17th Apr 25 2025,84,12,41,1,1625,340,1105,860,654,1311
16th Apr 25 2025,143,12,67,1,1622,343,1042,923,611,1354
15th Apr 25 2025,441,6,14,0,1491,474,902,1063,560,1405
11th Apr 25 2025,309,3,4,2,905,1058,573,1390,444,1519
9th Apr 25 2025,39,90,5,17,505,1456,398,1563,360,1601
8th Apr 25 2025,257,11,6,7,560,1402,439,1523,375,1587
7th Apr 25 2025,4,812,12,16,297,1665,292,1670,302,1660
4th Apr 25 2025,27,463,20,7,789,1172,553,1408,444,1517
3rd Apr 25 2025,200,21,30,2,1410,551,876,1085,549,1412
2nd Apr 25 2025,158,9,11,1,1256,704,754,1206,506,1454
1st Apr 25 2025,288,32,7,3,1051,910,648,1313,443,1518
28th Mar 25 2025,52,58,9,2,897,1060,632,1325,481,1476
27th Mar 25 2025,122,86,13,2,989,968,648,1309,493,1464
26th Mar 25 2025,26,175,19,3,955,1001,598,1358,455,1501
25th Mar 25 2025,43,210,46,0,1177,779,692,1264,495,1461
24th Mar 26 2026,284,29,7,9,270,1860,234,1896,339,1791
23rd Mar 26 2026,6,969,5,6,144,1992,165,1971,294,1842
20th Mar 26 2026,100,27,14,5,370,1764,320,1814,394,1740
19th Mar 26 2026,17,304,6,3,265,1870,249,1886,374,1761
18th Mar 26 2026,319,9,7,3,498,1637,390,1745,447,1688
17th Mar 26 2026,99,18,6,8,259,1875,301,1833,404,1730
16th Mar 26 2026,40,120,5,7,191,1946,254,1883,377,1760
13th Mar 26 2026,18,378,9,7,213,1922,293,1842,381,1754
12th Mar 26 2026,59,49,11,6,433,1702,420,1715,446,1689
11th Mar 26 2026,77,54,12,5,438,1698,430,1706,466,1670
10th Mar 26 2026,279,16,11,5,447,1688,439,1697,475,1661
9th Mar 26 2026,28,282,6,14,273,1863,334,1803,414,1723
6th Mar 26 2026,60,40,4,8,390,1745,451,1685,500,1636
5th Mar 26 2026,114,19,9,3,402,1733,468,1668,510,1626
4th Mar 26 2026,47,261,7,4,290,1845,401,1735,467,1669
2nd Mar 26 2026,60,262,6,4,443,1693,491,1646,561,1576
27th Feb 26 2026,42,60,8,1,688,1446,687,1448,667,1468
26th Feb 26 2026,66,21,9,5,831,1303,759,1376,702,1433
25th Feb 26 2026,55,43,5,3,787,1347,742,1393,697,1438
24th Feb 26 2026,25,95,9,2,703,1431,675,1460,685,1450
23rd Feb 26 2026,63,48,6,2,859,1277,784,1353,717,1420
20th Feb 26 2026,50,30,9,4,833,1301,773,1362,708,1427
19th Feb 26 2026,36,50,9,5,799,1335,755,1380,705,1430
18th Feb 26 2026,70,17,6,6,1093,1041,927,1208,772,1363
17th Feb 26 2026,110,18,8,3,1031,1103,866,1269,749,1386
16th Feb 26 2026,51,107,12,4,925,1211,779,1358,729,1408
13th Feb 26 2026,35,166,21,1,961,1173,794,1341,725,1410
12th Feb 26 2026,62,103,28,1,1308,826,1024,1111,791,1343
11th Feb 26 2026,93,63,15,2,1489,645,1118,1017,818,1317
10th Feb 26 2026,136,38,33,1,1569,564,1146,988,817,1317
9th Feb 26 2026,388,18,52,1,1512,624,1068,1069,803,1334
6th Feb 26 2026,59,74,30,3,1122,1012,770,1365,683,1452
5th Feb 26 2026,56,91,33,6,1160,974,780,1355,690,1445
4th Feb 26 2026,238,54,44,18,1345,789,844,1291,722,1413
3rd Feb 26 2026,526,11,27,18,1138,997,747,1388,703,1432
2nd Feb 26 2026,76,74,16,19,451,1685,371,1765,532,1604
1st Feb 26 2026,58,237,9,4,433,1703,361,1775,494,1642
30th Jan 26 2026,167,96,15,6,668,1466,496,1638,603,1531
29th Jan 26 2026,140,61,25,5,534,1600,434,1700,571,1563
28th Jan 26 2026,352,19,12,6,538,1596,425,1709,558,1576
27th Jan 26 2026,101,71,4,10,308,1829,323,1814,484,1653
23rd Jan 26 2026,55,208,2,6,273,1861,295,1839,476,1658
22nd Jan 26 2026,179,56,3,4,362,1772,372,1762,545,1589
21st Jan 26 2026,58,143,21,2,232,1901,291,1842,486,1647
20th Jan 26 2026,30,373,25,1,255,1877,317,1815,521,1611
19th Jan 26 2026,43,88,30,2,449,1685,473,1661,624,1510
16th Jan 26 2026,73,32,27,2,536,1594,534,1596,673,1457
14th Jan 26 2026,84,21,7,1,524,1605,554,1575,686,1443
13th Jan 26 2026,70,17,5,1,486,1643,522,1607,675,1454
12th Jan 26 2026,61,75,6,3,425,1707,503,1629,667,1465
9th Jan 26 2026,17,102,4,3,427,1700,534,1593,683,1444
8th Jan 26 2026,15,139,7,3,664,1464,699,1429,768,1360
7th Jan 26 2026,67,17,14,3,1058,1070,914,1214,855,1273
6th Jan 26 2026,44,26,16,1,1020,1107,877,1250,841,1286
5th Jan 26 2026,64,38,15,1,1139,990,935,1194,866,1263
2nd Jan 26 2026,102,11,12,1,1313,813,954,1172,868,1258
1st Jan 26 2026,63,15,9,2,1074,1053,829,1298,814,1313
31st Dec 25 2025,83,15,7,2,1046,1079,804,1321,811,1314
30th Dec 25 2025,57,33,9,2,771,1352,686,1437,759,1364
29th Dec 25 2025,43,45,13,0,749,1378,712,1415,763,1364
26th Dec 25 2025,64,18,19,0,926,1198,764,1360,793,1331
24th Dec 25 2025,57,15,13,0,1078,1045,798,1325,810,1313
23rd Dec 25 2025,66,16,9,2,1127,996,806,1317,817,1306
22nd Dec 25 2025,115,13,8,1,1011,1114,747,1378,800,1325
19th Dec 25 2025,91,17,9,1,696,1426,638,1484,757,1365
18th Dec 25 2025,39,29,11,1,489,1633,536,1586,714,1408
17th Dec 25 2025,31,55,13,1,494,1626,567,1553,722,1398
16th Dec 25 2025,38,29,14,0,623,1497,616,1504,754,1366
15th Dec 25 2025,79,21,16,1,744,1375,673,1446,777,1342
12th Dec 25 2025,99,10,9,3,695,1418,651,1463,759,1355
11th Dec 25 2025,77,16,5,3,504,1609,559,1554,724,1390
10th Dec 25 2025,54,28,7,2,389,1720,479,1630,708,1402
9th Dec 25 2025,133,15,1,2,425,1684,513,1596,713,1397
8th Dec 25 2025,18,237,3,2,319,1792,461,1650,684,1428
5th Dec 25 2025,32,36,3,3,538,1570,615,1493,782,1327
4th Dec 25 2025,29,27,3,4,527,1581,635,1473,790,1319
3rd Dec 25 2025,18,41,1,3,532,1575,633,1474,807,1301
2nd Dec 25 2025,28,32,5,2,644,1463,705,1402,826,1282
1st Dec 25 2025,63,35,6,3,723,1385,736,1373,849,1260
28th Nov 25 2025,56,21,2,3,749,1354,757,1347,854,1250
27th Nov 25 2025,53,21,2,3,737,1363,751,1350,851,1250
26th Nov 25 2025,81,13,3,2,742,1357,754,1346,865,1235
25th Nov 25 2025,70,13,5,3,554,1544,639,1461,813,1287
24th Nov 25 2025,35,136,6,6,514,1587,619,1483,791,1311
21st Nov 25 2025,30,35,6,4,603,1491,692,1404,847,1249
20th Nov 25 2025,39,23,9,4,757,1338,818,1278,885,1211
19th Nov 25 2025,43,42,7,3,786,1307,823,1271,903,1191
18th Nov 25 2025,39,36,12,3,772,1319,832,1260,905,1187
17th Nov 25 2025,96,47,11,2,936,1158,904,1191,951,1144
14th Nov 25 2025,73,44,12,2,868,1220,872,1217,929,1160
13th Nov 25 2025,70,49,12,2,850,1236,868,1219,955,1132
12th Nov 25 2025,105,26,8,2,884,1200,899,1186,964,1121
11th Nov 25 2025,70,52,7,8,738,1348,809,1278,922,1165
10th Nov 25 2025,82,89,11,7,738,1349,807,1281,924,1164
7th Nov 25 2025,72,40,11,3,665,1418,804,1279,921,1162
6th Nov 25 2025,45,146,13,3,604,1478,803,1279,911,1171
4th Nov 25 2025,39,27,15,1,878,1203,965,1116,1012,1069
3rd Nov 25 2025,97,38,17,1,1094,990,1079,1005,1053,1031
31st Oct 25 2025,43,29,12,0,973,1103,1012,1064,1024,1052
30th Oct 25 2025,52,23,9,0,1127,949,1093,983,1055,1021
29th Oct 25 2025,85,23,11,0,1162,913,1100,975,1066,1009
28th Oct 25 2025,61,29,13,1,1000,1080,996,1084,1028,1052
27th Oct 25 2025,79,37,19,2,1023,1064,1008,1079,1050,1037
24th Oct 25 2025,49,27,17,3,980,1100,972,1108,1015,1065
23rd Oct 25 2025,77,47,19,3,1070,1010,1014,1066,1040,1040
21st Oct 25 2025,56,2,22,0,1125,954,1026,1053,1046,1033
20th Oct 25 2025,96,44,14,3,941,1145,915,1171,1000,1086
17th Oct 25 2025,44,42,11,1,848,1229,859,1218,966,1111
16th Oct 25 2025,78,34,13,2,934,1140,920,1154,999,1075
15th Oct 25 2025,89,27,13,2,830,1244,871,1203,965,1109
14th Oct 25 2025,42,66,24,3,677,1395,782,1290,927,1145
13th Oct 25 2025,55,45,18,4,856,1220,901,1175,993,1083
10th Oct 25 2025,85,25,20,3,1004,1066,972,1098,1032,1038
9th Oct 25 2025,92,39,32,5,910,1162,925,1147,1008,1064
8th Oct 25 2025,79,26,31,2,823,1246,878,1191,991,1078
7th Oct 25 2025,63,33,22,1,909,1158,933,1134,1006,1061
6th Oct 25 2025,83,36,19,1,937,1130,943,1124,1006,1061
3rd Oct 25 2025,128,13,11,1,907,1157,926,1138,1022,1043
1st Oct 25 2025,127,8,12,1,690,1371,785,1276,964,1098
30th Sep 25 2025,42,28,8,2,487,1568,614,1441,882,1174
29th Sep 25 2025,63,62,14,3,455,1603,624,1434,880,1179
26th Sep 25 2025,14,112,18,1,450,1599,615,1434,884,1166
25th Sep 25 2025,41,37,21,1,747,1301,892,1156,1009,1040
24th Sep 25 2025,54,29,19,2,941,1106,1053,994,1072,976
23rd Sep 25 2025,68,23,21,2,1115,931,1155,891,1114,933
22nd Sep 25 2025,80,41,26,2,1210,842,1197,856,1155,898
19th Sep 25 2025,69,21,20,1,1392,654,1296,752,1177,871
18th Sep 25 2025,56,17,20,1,1439,606,1304,742,1172,874
17th Sep 25 2025,75,18,24,1,1453,589,1298,745,1167,876
16th Sep 25 2025,80,12,17,1,1391,651,1242,801,1138,905
15th Sep 25 2025,88,18,15,1,1306,740,1123,924,1087,960
12th Sep 25 2025,57,13,17,1,1213,829,1074,969,1055,988
11th Sep 25 2025,55,24,24,1,1217,825,1063,980,1042,1001
10th Sep 25 2025,94,22,18,0,1206,836,1050,993,1045,998
9th Sep 25 2025,68,28,24,0,1014,1027,909,1133,987,1055
8th Sep 25 2025,127,18,33,1,1001,1043,890,1155,994,1051
5th Sep 25 2025,88,13,27,1,902,1138,858,1183,955,1086
4th Sep 25 2025,52,29,19,2,942,1098,854,1187,973,1068
3rd Sep 25 2025,112,13,15,0,1042,996,905,1134,987,1052
2nd Sep 25 2025,121,23,11,1,865,1172,782,1257,947,1092
1st Sep 25 2025,127,16,12,3,728,1312,701,1340,910,1131
29th Aug 25 2025,51,23,8,2,509,1526,571,1465,827,1209
28th Aug 25 2025,30,61,6,2,523,1511,589,1446,843,1192
26th Aug 25 2025,27,64,11,3,626,1403,685,1345,903,1127
25th Aug 25 2025,72,35,24,1,937,1096,889,1145,1001,1033
22nd Aug 25 2025,52,18,22,0,907,1121,893,1136,986,1043
21st Aug 25 2025,59,20,21,0,1015,1014,956,1074,1002,1028
20th Aug 25 2025,107,10,20,1,1002,1024,946,1081,998,1029
19th Aug 25 2025,124,14,18,1,949,1076,897,1129,991,1035
18th Aug 25 2025,147,33,17,2,776,1253,802,1228,944,1086
14th Aug 25 2025,46,74,15,3,546,1476,638,1384,874,1149
13th Aug 25 2025,111,48,11,5,592,1430,677,1345,912,1111
12th Aug 25 2025,76,51,6,5,492,1530,612,1411,884,1139
11th Aug 25 2025,85,64,6,4,437,1586,598,1426,872,1152
8th Aug 25 2025,49,74,8,4,369,1655,546,1478,842,1182
7th Aug 25 2025,53,52,8,5,441,1583,635,1389,924,1100
6th Aug 25 2025,40,73,8,5,458,1564,638,1384,938,1084
5th Aug 25 2025,48,40,9,5,569,1450,730,1289,991,1028
4th Aug 25 2025,92,47,13,4,573,1448,777,1244,1017,1004
1st Aug 25 2025,35,118,10,0,444,1573,709,1308,974,1043
31st Jul 25 2025,53,47,10,1,575,1437,861,1151,1068,944
30th Jul 25 2025,93,33,10,1,676,1332,978,1030,1104,904
29th Jul 25 2025,119,18,10,1,607,1402,946,1062,1097,912
28th Jul 25 2025,38,117,10,4,491,1523,802,1212,1041,973
25th Jul 25 2025,24,88,10,3,628,1379,1000,1008,1128,880
24th Jul 25 2025,44,35,12,2,955,1053,1298,710,1259,748
23rd Jul 25 2025,51,28,15,2,1082,925,1353,654,1279,728
22nd Jul 25 2025,57,21,16,2,1040,965,1368,638,1273,733
21st Jul 25 2025,71,33,15,3,1132,878,1423,587,1285,725
18th Jul 25 2025,49,18,15,1,1155,849,1460,544,1301,703
17th Jul 25 2025,62,16,16,1,1321,682,1544,459,1327,676
16th Jul 25 2025,87,13,13,0,1326,676,1546,456,1314,688
15th Jul 25 2025,101,8,9,0,1250,753,1486,517,1283,720
14th Jul 25 2025,73,21,16,1,997,1009,1354,652,1209,797
11th Jul 25 2025,42,15,6,0,985,1017,1388,614,1206,796
10th Jul 25 2025,67,10,11,1,1206,791,1494,503,1260,737
9th Jul 25 2025,75,9,10,2,1238,758,1497,500,1247,750
8th Jul 25 2025,56,16,13,2,1207,792,1481,518,1244,755
7th Jul 25 2025,65,28,20,1,1261,741,1508,494,1257,745
4th Jul 25 2025,66,16,19,1,1367,633,1561,439,1266,734
3rd Jul 25 2025,72,14,19,0,1349,648,1530,467,1251,746
2nd Jul 25 2025,56,21,22,0,1335,660,1522,473,1224,771
1st Jul 25 2025,81,19,27,0,1430,561,1554,437,1238,753
30th Jun 25 2025,114,16,29,0,1466,526,1562,430,1249,743
27th Jun 25 2025,89,13,23,0,1417,571,1527,461,1234,754
26th Jun 25 2025,62,12,22,0,1352,637,1506,483,1201,788
25th Jun 25 2025,151,6,10,0,1350,638,1502,486,1200,788
24th Jun 25 2025,96,14,5,1,1041,948,1340,648,1103,887
23rd Jun 25 2025,72,18,5,1,833,1158,1196,795,1058,934
20th Jun 25 2025,79,11,7,1,820,1166,1224,762,1042,945
19th Jun 25 2025,16,80,6,0,585,1401,1114,872,997,990
18th Jun 25 2025,39,24,4,0,923,1061,1346,638,1111,874
17th Jun 25 2025,46,36,6,1,1010,974,1397,587,1145,840
16th Jun 25 2025,73,15,9,1,1239,748,1497,490,1187,801
13th Jun 25 2025,38,23,16,1,1178,805,1510,473,1159,825
12th Jun 25 2025,33,47,20,0,1413,569,1584,398,1214,769
11th Jun 25 2025,108,19,25,0,1634,346,1700,280,1291,690
10th Jun 25 2025,104,8,29,1,1629,351,1677,303,1271,710
9th Jun 25 2025,151,8,23,0,1616,367,1661,322,1248,736
6th Jun 25 2025,114,17,21,0,1485,496,1573,408,1169,813
5th Jun 25 2025,116,5,15,0,1446,534,1506,474,1120,861
4th Jun 25 2025,99,19,13,0,1365,614,1483,496,1088,892
3rd Jun 25 2025,70,23,17,0,1308,670,1470,508,1063,916
2nd Jun 25 2025,121,47,23,0,1413,565,1504,474,1061,918
30th May 25 2025,91,57,26,0,1427,548,1512,463,1058,918
29th May 25 2025,103,43,34,0,1498,476,1532,442,1097,878
28th May 25 2025,96,30,24,1,1535,438,1545,428,1077,897
27th May 25 2025,79,26,27,1,1580,392,1571,402,1085,888
26th May 25 2025,113,39,19,0,1623,352,1608,368,1068,908
23rd May 25 2025,83,29,23,1,1630,341,1601,371,1048,924
22nd May 25 2025,70,36,25,1,1608,363,1570,402,1008,964
21st May 25 2025,83,35,29,1,1669,301,1595,376,1015,956
20th May 25 2025,55,71,53,1,1643,327,1580,391,980,991
19th May 25 2025,179,28,80,0,1762,211,1684,290,1048,926
16th May 25 2025,190,25,156,0,1749,221,1640,331,995,976
15th May 25 2025,149,26,86,0,1704,265,1545,425,930,1040
14th May 25 2025,205,10,43,1,1693,275,1479,490,861,1108
13th May 25 2025,163,16,33,1,1588,380,1295,674,775,1194
12th May 25 2025,963,9,14,2,1451,519,1164,807,730,1241
9th May 25 2025,42,42,8,4,536,1432,643,1326,518,1451
8th May 25 2025,47,37,5,3,634,1336,678,1292,533,1436
7th May 25 2025,86,21,4,4,785,1184,800,1169,580,1389
6th May 25 2025,13,313,5,2,671,1297,702,1266,530,1438
5th May 25 2025,132,21,11,2,1064,905,933,1036,645,1324
2nd May 25 2025,39,32,6,4,814,1155,820,1149,599,1370
30th Apr 25 2025,16,103,7,5,872,1095,825,1142,602,1365
29th Apr 25 2025,54,27,10,2,1228,739,1042,925,662,1305
28th Apr 25 2025,61,37,17,2,1279,690,1072,897,675,1294
25th Apr 25 2025,19,353,17,1,1292,674,1041,925,654,1312
24th Apr 25 2025,85,28,28,2,1747,221,1410,558,775,1193
23rd Apr 25 2025,94,14,42,2,1768,200,1388,580,783,1185
22nd Apr 25 2025,133,14,73,2,1765,203,1379,589,766,1202
21st Apr 25 2025,184,10,102,2,1751,218,1298,671,739,1230
17th Apr 25 2025,85,13,41,2,1627,339,1107,859,655,1311
16th Apr 25 2025,144,13,68,2,1623,343,1044,922,612,1354
15th Apr 25 2025,442,6,15,1,1493,473,904,1062,561,1405
11th Apr 25 2025,309,5,5,3,908,1056,575,1389,445,1519
9th Apr 25 2025,40,91,6,18,508,1454,398,1564,360,1602
8th Apr 25 2025,258,13,7,8,562,1401,440,1523,375,1588
7th Apr 25 2025,5,814,13,17,297,1666,291,1672,302,1661
4th Apr 25 2025,28,464,21,8,793,1169,553,1409,445,1517
3rd Apr 25 2025,201,23,30,3,1409,553,876,1086,550,1412
2nd Apr 25 2025,160,11,11,2,1255,706,753,1208,506,1455
1st Apr 25 2025,290,34,7,4,1051,911,647,1315,443,1519
28th Mar 25 2025,52,59,9,3,897,1060,632,1325,481,1476
27th Mar 25 2025,122,89,13,2,989,968,648,1309,493,1464
26th Mar 25 2025,26,178,18,3,954,1002,598,1358,455,1501
25th Mar 25 2025,42,211,45,0,1176,780,692,1264,495,1461
24th Mar 25 2025,175,15,129,1,1481,474,823,1132,545,1411
21st Mar 25 2025,230,12,55,0,1393,560,701,1253,472,1482
20th Mar 25 2025,131,19,23,1,1152,800,573,1380,407,1546
19th Mar 25 2025,341,8,17,2,1060,890,483,1468,363,1588
23rd Mar 26 2026,13,978,5,6,143,1982,164,1961,290,1835
20th Mar 26 2026,100,27,14,5,371,1756,321,1806,391,1736
19th Mar 26 2026,17,300,6,3,266,1862,249,1879,371,1757
18th Mar 26 2026,320,9,7,3,500,1628,391,1737,444,1684
17th Mar 26 2026,99,17,6,8,259,1868,301,1826,401,1726
16th Mar 26 2026,40,119,5,7,191,1939,254,1876,374,1756
13th Mar 26 2026,18,377,9,7,214,1914,290,1838,378,1750
12th Mar 26 2026,59,49,11,6,431,1697,417,1711,443,1685
11th Mar 26 2026,77,54,12,5,436,1693,428,1701,463,1666
10th Mar 26 2026,279,16,11,5,445,1683,436,1693,472,1657
9th Mar 26 2026,28,283,6,14,274,1855,331,1799,411,1719
6th Mar 26 2026,60,39,4,8,390,1738,448,1681,497,1632
5th Mar 26 2026,115,19,9,3,402,1726,465,1664,507,1622
4th Mar 26 2026,47,257,7,4,287,1841,398,1731,464,1665
2nd Mar 26 2026,57,261,6,4,439,1690,487,1643,555,1575
27th Feb 26 2026,42,60,8,1,684,1443,683,1445,661,1467
26th Feb 26 2026,66,21,9,5,826,1301,753,1375,696,1432
25th Feb 26 2026,55,43,5,3,782,1345,737,1391,691,1437
24th Feb 26 2026,25,95,9,2,699,1428,671,1457,679,1449
23rd Feb 26 2026,60,48,6,2,855,1274,781,1349,711,1419
20th Feb 26 2026,50,30,9,4,831,1296,767,1361,702,1426
19th Feb 26 2026,35,51,9,5,799,1328,753,1375,699,1429
18th Feb 26 2026,70,17,6,6,1090,1037,924,1204,766,1362
17th Feb 26 2026,110,18,8,3,1026,1101,863,1265,743,1385
16th Feb 26 2026,51,107,12,4,921,1208,776,1354,723,1407
13th Feb 26 2026,35,164,21,1,958,1169,792,1336,719,1409
12th Feb 26 2026,62,103,28,1,1304,823,1019,1109,785,1342
11th Feb 26 2026,93,63,15,2,1485,642,1112,1016,812,1316
10th Feb 26 2026,137,38,33,1,1565,561,1139,988,811,1316
9th Feb 26 2026,385,18,52,1,1507,622,1060,1070,797,1333
6th Feb 26 2026,59,71,30,3,1116,1011,767,1361,677,1451
5th Feb 26 2026,56,88,33,5,1155,972,772,1356,684,1444
4th Feb 26 2026,234,54,44,15,1340,787,837,1291,716,1412
3rd Feb 26 2026,522,11,27,15,1133,995,742,1386,697,1431
2nd Feb 26 2026,76,71,16,16,451,1678,371,1758,529,1600
1st Feb 26 2026,58,235,9,4,433,1696,358,1771,490,1639
30th Jan 26 2026,168,93,15,6,665,1462,493,1634,597,1530
29th Jan 26 2026,137,61,25,5,531,1596,431,1696,565,1562
28th Jan 26 2026,351,20,12,6,535,1592,422,1705,552,1575
27th Jan 26 2026,99,71,4,10,305,1825,320,1810,481,1649
23rd Jan 26 2026,52,208,2,6,270,1857,292,1835,473,1654
22nd Jan 26 2026,179,53,3,4,359,1768,369,1758,541,1586
21st Jan 26 2026,57,144,18,2,229,1897,288,1838,483,1643
20th Jan 26 2026,28,372,23,1,252,1873,314,1811,518,1607
19th Jan 26 2026,41,88,27,2,446,1681,470,1657,618,1509
16th Jan 26 2026,73,33,24,2,533,1590,531,1592,667,1456
14th Jan 26 2026,81,21,7,1,521,1601,551,1571,680,1442
13th Jan 26 2026,70,17,5,1,483,1639,519,1603,669,1453
12th Jan 26 2026,58,75,6,3,422,1703,500,1625,661,1464
9th Jan 26 2026,17,102,4,3,424,1696,531,1589,677,1443
8th Jan 26 2026,15,136,7,3,661,1460,693,1428,762,1359
7th Jan 26 2026,67,17,14,3,1052,1069,908,1213,849,1272
6th Jan 26 2026,44,26,16,1,1013,1107,871,1249,835,1285
5th Jan 26 2026,64,38,15,1,1133,989,929,1193,859,1263
2nd Jan 26 2026,102,11,12,1,1306,813,948,1171,861,1258
1st Jan 26 2026,63,15,9,2,1068,1052,823,1297,808,1312
31st Dec 25 2025,83,15,7,2,1040,1078,798,1320,805,1313
30th Dec 25 2025,57,33,9,2,768,1348,683,1433,753,1363
29th Dec 25 2025,43,45,13,0,745,1375,706,1414,757,1363
26th Dec 25 2025,62,18,19,0,920,1197,758,1359,787,1330
24th Dec 25 2025,57,15,13,0,1073,1043,793,1323,804,1312
23rd Dec 25 2025,66,16,9,2,1121,995,801,1315,811,1305
22nd Dec 25 2025,115,13,8,1,1005,1113,742,1376,794,1324
19th Dec 25 2025,91,17,9,1,691,1424,633,1482,751,1364
18th Dec 25 2025,39,29,11,1,486,1629,533,1582,708,1407
17th Dec 25 2025,31,55,13,1,492,1621,565,1548,716,1397
16th Dec 25 2025,38,30,14,0,620,1493,613,1500,748,1365
15th Dec 25 2025,79,22,16,1,739,1373,667,1445,770,1342
12th Dec 25 2025,99,10,9,3,689,1417,645,1462,752,1355
11th Dec 25 2025,78,16,6,3,501,1605,556,1550,717,1390
10th Dec 25 2025,54,28,7,2,385,1717,475,1627,701,1402
9th Dec 25 2025,133,15,1,2,421,1681,509,1593,706,1397
8th Dec 25 2025,18,236,3,2,316,1788,458,1646,678,1427
5th Dec 25 2025,32,36,3,3,533,1568,608,1493,775,1327
4th Dec 25 2025,29,27,3,4,523,1578,628,1473,783,1319
3rd Dec 25 2025,18,41,1,3,528,1572,626,1474,800,1301
2nd Dec 25 2025,28,33,5,2,637,1463,698,1402,819,1282
1st Dec 25 2025,60,36,6,3,718,1383,731,1371,842,1260
28th Nov 25 2025,57,21,2,3,743,1353,751,1346,848,1249
27th Nov 25 2025,53,21,2,3,732,1362,745,1350,845,1250
26th Nov 25 2025,81,14,3,2,736,1357,748,1346,859,1235
25th Nov 25 2025,70,13,5,3,551,1541,634,1460,807,1287
24th Nov 25 2025,35,136,6,6,512,1583,613,1483,785,1311
21st Nov 25 2025,30,35,6,4,603,1486,686,1404,841,1249
20th Nov 25 2025,40,23,9,4,752,1337,812,1278,879,1211
19th Nov 25 2025,43,42,7,3,780,1307,817,1271,897,1191
18th Nov 25 2025,39,37,12,3,768,1317,826,1260,899,1187
17th Nov 25 2025,97,48,11,2,931,1157,898,1191,945,1144
14th Nov 25 2025,73,44,12,2,862,1220,866,1217,923,1160
13th Nov 25 2025,67,50,12,2,844,1236,862,1219,949,1132
12th Nov 25 2025,106,26,8,2,879,1199,894,1185,958,1121
11th Nov 25 2025,70,52,7,8,732,1348,803,1278,916,1165
10th Nov 25 2025,82,89,11,7,732,1349,801,1281,918,1164
7th Nov 25 2025,72,41,11,3,662,1415,798,1279,915,1162
6th Nov 25 2025,45,145,13,3,602,1474,797,1279,905,1171
4th Nov 25 2025,39,27,15,1,875,1200,959,1116,1006,1069
3rd Nov 25 2025,97,38,17,1,1091,987,1073,1005,1047,1031
31st Oct 25 2025,43,29,12,0,970,1100,1006,1064,1018,1052
30th Oct 25 2025,53,23,9,0,1125,945,1088,982,1049,1021
29th Oct 25 2025,82,24,11,0,1159,910,1095,974,1060,1009
28th Oct 25 2025,61,30,13,1,999,1075,994,1080,1022,1052
27th Oct 25 2025,79,37,19,2,1021,1060,1004,1077,1044,1037
24th Oct 25 2025,50,27,17,3,977,1097,968,1106,1009,1065
23rd Oct 25 2025,78,46,19,2,1066,1008,1009,1065,1034,1040
21st Oct 25 2025,56,2,22,0,1120,953,1019,1054,1040,1033
20th Oct 25 2025,96,41,14,3,934,1146,909,1171,994,1086
17th Oct 25 2025,44,42,11,1,842,1229,852,1219,960,1111
16th Oct 25 2025,79,32,13,2,928,1140,915,1153,993,1075
15th Oct 25 2025,88,27,13,2,823,1245,865,1203,959,1109
14th Oct 25 2025,41,65,23,3,671,1395,777,1289,921,1145
13th Oct 25 2025,53,45,18,4,849,1221,895,1175,987,1083
10th Oct 25 2025,85,25,20,3,997,1067,967,1097,1026,1038
9th Oct 25 2025,89,39,32,5,903,1163,919,1147,1002,1064
8th Oct 25 2025,77,26,31,2,817,1246,872,1191,985,1078
